,domain,subclass
28584,6gd4051s5ipm21tpxk2iy046bs,3
28585,rcewcnzkjflttwmbirbiqkl,2
28586,st7cct1v6shmo1rk8g971bq7is7,3
28587,msucotcgfqyblcr,1
28588,digyzxyltgydscxsqcltpbwc,2
28589,qykivktalgcen,1
28590,yravkfemaujp,1
28591,tsdkfohxunlw,1
28592,ytidmhswpwuwgmfhylnrt,2
28593,rgxowgdhqaidiaywsyaylrdeeqibd,2
28594,becoenbjvaidwsg,1
28595,43326jj1k6h314vp9nc1i5w7ou,3
28596,msputdryypdyxo,1
28597,qmrgltfooqmvdyn,1
28598,tkcedepybqnbhqaugfemvfymrpae,2
28599,1jwib8215xa3dz1sw5u3m15zqmif,3
28600,hmvftmchpknvtb,1
28601,biixribosokj,1
28602,dtgtxcaiytqpbvwssdxpwcbi,2
28603,dkgfnfxfxybkddj,1
28604,izqxhqodyxxwcelvushtcvkrk,2
28605,15n2uq7v9g0yp1ec0ulv1yxz2fx,3
28606,11wp7bo1ndfzvt1e8zomd17svl3b,3
28607,ylymmqyqljxyos,1
28608,ybtyupwcwqoqrlk,1
28609,c3yyk3181nksviqls5nsttfo2,3
28610,lqlwjklvupfrme,1
28611,1s997f8qlofgq1gmcos2po7u5k,3
28612,kqbr0211n7vfg13izdo8x97bkt,3
28613,qfrwkmbvhghom,1
28614,tgmnswnrxshuoivtwwktsemdorifbe,2
28615,kdmcqvuluxncl,1
28616,otcjrqktwlzdeibydawohjvct,2
28617,fplbfnynfkn2xfsu2kd23blq,3
28618,nmmydfevgpxpate,1
28619,1hjjaca1ku4lf9zkliq91x61edv,3
28620,aygsmiuuwvjlmaa,1
28621,eqrlhonvmhiav,1
28622,dvsabsxkjnpfoo,1
28623,gk4stq4w0rvzm6msee6vxgj,3
28624,aekbukmnsuvkdypeadciojhix,2
28625,423pnu1xxw38152fh6kza2y7d,3
28626,lcscmfribywpil,1
28627,rmeutkxhylpjry,1
28628,1dhl2xb11c3l3f17qaqrzmn69og,3
28629,amfwedeuqxhijcn,1
28630,i1qcz61vnmlnb1mgpur11de23n7,3
28631,mxbuyepokptr,1
28632,xyjvge6q3k7m1pcz1ga1cxlf7t,3
28633,phsolhmuslnkrrsuoborxsei,2
28634,mbgyrslwgxfqpxopzpxsjblfqrk,2
28635,prxsmkhrjmowebw,1
28636,6t14l618o175f1b10hvfg54wjk,3
28637,cliebxibdqobxu,1
28638,ch41a81886teexbla2zs1j2cc,3
28639,17fl5z719lfu4513iku6a164r8cb,3
28640,nmgmd51q1ntwvs8ov28wkq2pf,3
28641,xlcyuwpfrkvgfmtrowouwjzrmbdy,2
28642,pcjsjsyewjgkog,1
28643,y42e001ssv5l0sdju2nbgnh9y,3
28644,xthkbitgjrjyo,1
28645,gz8lggsbb9wm1f4m8q712e7n1c,3
28646,evbn221638grtklvkjiguct3,3
28647,skgbqvrmefso,1
28648,tglvmzwaedyduobdeueyqpnjnei,2
28649,uleije18zmpmlnuedrc1lgm031,3
28650,daqmxzhpvqkdeozxxghuivizhjb,2
28651,gaurypsbhjscs,1
28652,1m9rjfy18q6rmn1y5g0411uccnnq,3
28653,xanpcflcibbbwfg,1
28654,feyoxcxwhylsmfu,1
28655,1r9t1dz1sn84u4nb8dj9jpd7aj,3
28656,fjekedyusjphue,1
28657,qvklutsichta,1
28658,zr5gka72i7cdzzl5ez12b3xrf,3
28659,xcwptxjjonci,1
28660,yktsybmjdpuowx,1
28661,1jhme4b1brtzm0x6hr2j64tvut,3
28662,ynlpwchjtsqeili,1
28663,brxvgxmvssyhfjj,1
28664,tbiugvtcxwkhhayhkzorq,2
28665,cyivcsoscbumkw,1
28666,19f471l5sd26romabth1wuyu2h,3
28667,wxehdtbgesmdtso,1
28668,fdhyeftdhpdi,1
28669,eynquuqfctehf,1
28670,htojnpjocosegxm,1
28671,1e2w12nlgjelv1kldpohbqzo3p,3
28672,evffrclkdpvconh,1
28673,lhaxwlvyhfuhmrbqbqkrpjtaux,2
28674,1rxh21u1tevtgt1rztu8oa7fcla,3
28675,xothgeztgqtkwcgukvehehwrk,2
28676,1bv4doi1ckkjywo7nkr11pfdoa6,3
28677,knjzlndqzhfmcbeyxmrzhifafuv,2
28678,1l9drak18vpl791mhcrplmg6s6p,3
28679,vguvjqrwrjeacs,1
28680,pfmhahqyuglrorthabiqzpin,2
28681,qllwnikbsmkm,1
28682,wrchhhgaeayewuy,1
28683,lcgdtxyswabalup,1
28684,11p85k1rnqsnfe84g5ytot4dm,3
28685,fugygoegikxjy,1
28686,ikahphdnucyqgx,1
28687,hlbrfvilfgxrmmj,1
28688,14qwpk1ynyqwd1e773gh1vjbmw4,3
28689,lgxtomkeampsl,1
28690,xomxhmhmpxoylucmjyxtbqqkfy,2
28691,hnaddg1cr88ew1irx5ck7djb2o,3
28692,1jew65g1mnkdkk3rszuhypgpfj,3
28693,iltplrkcqlkryptmjddm,2
28694,dxyiflxwgrsuwtolmbgageyp,2
28695,jwrxloxtdvoikh,1
28696,sng5k51yv388i1vztkwzr6huag,3
28697,13ocf5h17fct3l1fsq65spbgohs,3
28698,jzbiwgmaehxfypofxcesg,2
28699,boykrjjngjkmib,1
28700,kcyqvihscoryg,1
28701,lfjztrwgqvoonhhycqnfnzlzhm,2
28702,tglnwiytnqec,1
28703,tmnyilyeofre,1
28704,hgbisjakqfst,1
28705,uivbvgdhpihu,1
28706,cbl4k0ooxomhf5mpqtzrup67,3
28707,wkiinatofwsosqcxwrsbersx,2
28708,lwytkigtwlriki,1
28709,cmjctlbohgbb,1
28710,olreqvwuwrshqpbsgylkz,2
28711,wiwpyapwjfyx,1
28712,pniryptmjhatcrugvcobnjnjuk,2
28713,twdnygynctvtji,1
28714,xgehsgawlvbeky,1
28715,iugdsgvnbwiwlr,1
28716,oktqicedybpqd,1
28717,yhnspyaaleqjpw,1
28718,vxtllbebavsi,1
28719,fqtbwlfbqgicyrwpyhukdmgqtmn,2
28720,uneoikumtcckdl,1
28721,ydeosxvtptocs,1
28722,1sailodmi3atuslpuhfspbhf,3
28723,nwbemvqbwpcbp,1
28724,xrfxodxkicbyt,1
28725,vrtoueafeekpk,1
28726,hcxbkchhpmtdhii,1
28727,vjc8cq10hslajff6bn5kp0zez,3
28728,vmodttcgggxni,1
28729,xscehkffahpfenrfalzkvkfbunb,2
28730,vcrmkz1txdeeooool9r18yzmwx,3
28731,krjbfqhlthexolqwdqctlb,2
28732,itfatfwgwsdsvx,1
28733,1sdmwuj1ljuwbl9ufbnd8ew7tx,3
28734,fld9su8pxpaboet07ynaxzuc,3
28735,1f7fsnytekwgnag9zsb5wkwi3,3
28736,inydmccwvvwhq,1
28737,lcnqikymmbfn,1
28738,vflvprloqsynd,1
28739,1obqs6g1mi6eyw1mpvztmu4blky,3
28740,iyrmajhfdcdm,1
28741,idedjecgloce,1
28742,mhlstylswlsqss,1
28743,178dj351ki99i21ogu6ej113q1tf,3
28744,kotgacyenosh,1
28745,1fyimwzr3eqjl1avnjig1axr826,3
28746,tpfxkprvcwkxofceqobiswd,2
28747,mydkgoeuyoeelj,1
28748,czsq07vgsxplbywze7dxdan,3
28749,11fsozj1ez07m01mzidzgjda22g,3
28750,aeiaqhyxgizrkiryfpwrcijl,2
28751,15ih3wsasfpwpl60u6l1dgo9zu,3
28752,vsqxhytamdjog,1
28753,1an1zd61x2kh3nxbft2shrahtt,3
28754,lfnf70czdlscr9tf7gobiwn7,3
28755,1l07prfg4ny69wovyydlvwjcx,3
28756,gfbpuocesdph,1
28757,qyfwyvhwkvcedj,1
28758,buknruoailhmkcilnnjjbtglyp,2
28759,nagyaxssmrvf,1
28760,mc5ls41vnzsdt1gmv1wb23t8gl,3
28761,hdbuuevynphl,1
28762,bncifj1pfhlxw1nfyb7l15qanqs,3
28763,puvwlbdgrdoxjvs,1
28764,pwggappnciqoguzlljjvtvwh,2
28765,1g55pab1llv5iv3h3h57ofuges,3
28766,1amt7s6nq4tdtbn5m4u13nswi8,3
28767,phdupprjtjuwaan,1
28768,j0o6l1ld0n1d1io7v7y89iv0n,3
28769,bfswahsfckpplv,1
28770,poamuwwkrrybu,1
28771,aowlpcidvlyo,1
28772,rntuaietnstdqh,1
28773,1vbwsuu15p86v21lpl1zo19hkura,3
28774,9p9v571uquzf11k35f2g42vrot,3
28775,drjdchcruqhiet,1
28776,yaoscllmpxcxo,1
28777,tjqnbqmdhornj,1
28778,nujqndmewqct,1
28779,fal7mintrrboba973s1u0ehe4,3
28780,ffjwecqreewosbt,1
28781,pyhbscwvhdypzxwvgxwsd,2
28782,awqwjxdwhljfiy,1
28783,7udfvjpevhipb69o7qyeff7r,3
28784,wdqxavemaedon,1
28785,pkugmxompdwets,1
28786,rgtwoljxxcinsobqeqplnzp,2
28787,fxcksvrkqigkt,1
28788,g0vm311ffml69ycmg6w1maivze,3
28789,1vm88a11xdrr2ohwprg619vxia2,3
28790,tquymkmpesosytn,1
28791,rlok6w17di79z1qdy83e71c0ra,3
28792,ehsskmmuosarp,1
28793,ydeyfqxtwaudgihscizjvofrvg,2
28794,qfhppeyltfojj,1
28795,eegidr19xjign1nnbwz51b8n24u,3
28796,1qkpdhegypva61ng1o8k1jdnom7,3
28797,biaymnbqqshyllcqjlfhlj,2
28798,1pvho2j1dpxyhigic1qe1ycx16e,3
28799,xizwslrtwpingqwsorgerwfbeqkbm,2
28800,hfq3d51074rc71yia6b8ytl33k,3
28801,iqdcugrqoajin,1
28802,jdbofiaruskjhr,1
28803,3wma53sv6sdt16qnjsy9ks5k8,3
28804,nwcvrgbctwvkrab,1
28805,pdkwuicsholh,1
28806,lwefxgwwhgqfn,1
28807,hjeqmoowenyg,1
28808,foryirlnaageo,1
28809,ofmmeishlmpgb,1
28810,qhmoofjqbdxof,1
28811,hjm6lw1j74xg439k4lm1buvx0r,3
28812,wkxudentxwikaav,1
28813,hahmijojvhqbapndqkfelrkpnmr,2
28814,vb6hu4bno6e51qasq891nhkq92,3
28815,18sblg91qxx324s0b2g8jc4lg,3
28816,qbkfkskkayckhee,1
28817,17pezwh1vzgc7b1bt4ygl1vhg2si,3
28818,18ah3phu2pm831mgsldz15c1brn,3
28819,ijhqmaqqsrnb,1
28820,pnpztmdazxnbihiqovoijdqubmeq,2
28821,1tls2w9t2sm43zwcbvzlm6gvi,3
28822,tubpghgtdgkk,1
28823,o20v651i2vvcn8w5eysurj13u,3
28824,pt6r9vkix4jkfedoqvkupep9,3
28825,1ssj65xriqccr1ytnhapmlgncy,3
28826,1sftn9014l45lc1j9yibaa6jq9e,3
28827,mhby9b149v58cngpdq010bjx2u,3
28828,1nou93z1q9diey1n63x3mmq63cp,3
28829,nqtbpuknljinnqb,1
28830,1w7lffvjvdbzepesdx51b3uh0e,3
28831,qgtgeyhilpqktbudllzhdav,2
28832,m8xwsgf8qzk61hbjf3n14j3nmk,3
28833,lfindivcstnfyzvcdibqypzhbq,2
28834,pqsvtwdwytau,1
28835,urwrh2vmvkosoq8bvw1pbvgvk,3
28836,133wv77m421gh1ie1h6gdpc4n7,3
28837,lg682yhjnzh1k43os8cqu9v5,3
28838,ceiecupgkiips,1
28839,qdannnvsbevq,1
28840,qv17vojr4dbn11zthbpmfo4se,3
28841,caelswmbffkc,1
28842,1lbrr2m175hjdm4zbus4bk9shh,3
28843,ytmggjrcuggrd,1
28844,vxcrwxmaxgqbsac,1
28845,1mwpju91qghi3i1r1wix71qdwwxk,3
28846,cmjoayxjnert,1
28847,1oelry5msb7nknzj1dn1dl5r57,3
28848,iqsgxmvxkpbcjpu,1
28849,1vbuh5u1fbop4unmy92610y2225,3
28850,ljqvgaulbtobyllruggyduofqhe,2
28851,qbjqdbbhqqbsa,1
28852,12y7l2j12wbm71kg1hyn17vz08l,3
28853,y06lb5spipsqa4wc9qndb5b2,3
28854,lhikrpxifvimks,1
28855,guvmtptsqerc,1
28856,6uwvg11s4pc8mef3sj1ws4bmy,3
28857,kmshkftbjmolpvn,1
28858,4mrr9f14betkz1dj4kcesz6bg7,3
28859,qsgnjrbvgcypgft,1
28860,ljyfiwasschpi,1
28861,oklsrkkesxurb,1
28862,wscdtqwglhwr,1
28863,lqpcadjfrifk,1
28864,192uxd59yd0nf1e264032x00fq,3
28865,faqhkrbhhvsqi,1
28866,irzxyxtgpqconyvggiyxjvph,2
28867,hxd1yarp1k651gb31gr73n3i1,3
28868,ofjqxgzcme8zz9kjzemay002,3
28869,pobhdnaokupwoy,1
28870,fncay01uk5krd12d2ttkb7nykd,3
28871,gst9uj3f831e1fvfohq4i8gzh,3
28872,rjcmefdnvnbde,1
28873,119wk141bwxkizsvnfq1scbntt,3
28874,10apt0sdpwqjbelezhzp72tvw,3
28875,f8jcee18hoz3a1cgc2meibupf6,3
28876,jfgpmmnnyuqrbyh,1
28877,ftmrfjktafvugq,1
28878,ngqkkokfjqrk,1
28879,xaqpmfvktpjrrwtughxkwdu,2
28880,mcfqgmui8c69aij99115y45dk,3
28881,iulceqvaideag,1
28882,ojydhmtxtughtoknfemrlbxorwc,2
28883,mifjxbmglxin,1
28884,qsjrdrcempvlbfdwodvcgmijhqw,2
28885,oguxwpxictir,1
28886,1fdtasbi18vm86qi3dmbhg4wx,3
28887,mtbnkedhsjtcjdg,1
28888,kgjndwhxwhtx,1
28889,wrchjbxwlsnp,1
28890,1iy1qu0se9qcd15c3fqp11gop2o,3
28891,yerwettcxoan,1
28892,kfujgeorfxat,1
28893,qklilfmrdvuwgyy,1
28894,zvlvnjzlbbisgxgxgmyppjea,2
28895,tslnvcvwlaubxgugobpjrzpoljs,2
28896,mdyugldvsopd,1
28897,lepblvqaevyqa,1
28898,ea4tdf1q9nzoyvmdpz71pxvnib,3
28899,pdrsjwgfppifpk,1
28900,xpfjsvxclfcgxo,1
28901,jve0cbel3zie1evruoas8uzdk,3
28902,vviwqdctlskxqou,1
28903,lnvozxhydiovmmjtsciozxwbilcy,2
28904,1drt4la5ndhno93q70cmnwmph,3
28905,cukrrlikstvwc,1
28906,1wkiviw1t6eibt1o1anqqdiyrxd,3
28907,ivqksofuaemvjxseydueqgaqsws,2
28908,maitcruugdodc,1
28909,ltmqxjrkffif,1
28910,1vcjg1ihgbotf1to22vum7f8m5,3
28911,tbpmjwpvcdbj,1
28912,kcuboonotfdvv,1
28913,jbjzqccljrrpveakfxwxgvokbpv,2
28914,1k787hj42x5afj899gyw2l761,3
28915,lgvmsactfklfip,1
28916,mpwesvpdtteknb,1
28917,odrphncmmepyutj,1
28918,umlbvmspguwxqph,1
28919,sso2bvyt8jgi1shtfv2sd3thg,3
28920,zup6251kml9q9e7x7dnck8ezz,3
28921,z35ao6vbz78h1jm0qqj1df7s5k,3
28922,glxgsyefcqeda,1
28923,oaviahqbyblfiyo,1
28924,hdcshjorqmhdclu,1
28925,wqpbjyspfvfxhva,1
28926,dydepvmifknswpzojblxqwh,2
28927,uhiexqmlrtjo,1
28928,frfdveabhbxgqhn,1
28929,dyudescxsomg,1
28930,qsxcouhylbvpt,1
28931,ylhklvrmrvxtece,1
28932,wxntojirxraawe,1
28933,lbmumgryuvjqraa,1
28934,oxgnjdfafdae,1
28935,rayfcqwqrkxs,1
28936,1u7etzy3pmjj01sa2mv51bk4y4p,3
28937,wqggfabxgxbypy,1
28938,wkpcfgvsdgfvc,1
28939,ddqdyl12v3l3gvx4l6xgxh05b,3
28940,crhwlvdusbsd,1
28941,fwlibrxwvghtu,1
28942,vhjgdydltipcth,1
28943,105ggjk59x3vox4t6ty1lxmit9,3
28944,5znvzplogr5touduw21th28r1,3
28945,bsjdqagocelsvm,1
28946,2e64uo1z0ilif9uhkhr1fqdd5j,3
28947,rlbgpqxcqspaepi,1
28948,gilbcqnxgshwpyf,1
28949,ytksrrxyenbcr,1
28950,blbfyvoiwflex,1
28951,fptxnfjdxutki,1
28952,asbrndpfdxtofaf,1
28953,kdldegqbshnig,1
28954,tsbmhesghlxrgbylleakauqyp,2
28955,xfpaeyjjwqrv,1
28956,amxpraomsnts,1
28957,fxfqgntfwhetguf,1
28958,jowfceqiatvdats,1
28959,132v1iu1it4nla1jafbboo2qach,3
28960,uwfaxwzxskrcfeswkrhqotwlvfm,2
28961,agagktntgwfwjof,1
28962,1633iflvhapdpgpjueszhatkp,3
28963,19ds02afb425nexwwqyrfk4es,3
28964,lycjuxxixgekrwk,1
28965,krlkvtsxcalfeusdqqtplb,2
28966,mpimwqamenhifrl,1
28967,fjmwktvncwrle,1
28968,rjjevnv5zxb2708re8x02gfk,3
28969,vbgxpdggntxm,1
28970,109c6z21i721wy1f10qis1utd1x1,3
28971,mvdwydqsizpizrookvcetoqvoqw,2
28972,oigglfpghpmogx,1
28973,7mulvk1hhx2rrur9aot1bzhua9,3
28974,mjnbmcreiirkh,1
28975,10owza113fa8xi7has581h5edkw,3
28976,amlzknnrkvfyxtwtcdepfudeeiau,2
28977,gnjdvwukdmjnrfewstehadcmga,2
28978,qjoveknhhgicnl,1
28979,haxopsloowxmnl,1
28980,kveqbyfzxtwknvdaknxgpbipob,2
28981,gpaovnfknuhbkq,1
28982,fmtgeqfegyrkpmvfyhdbylb,2
28983,llsbtwolmsdu,1
28984,jnozyduxhqdmlngaqctgaqqkfad,2
28985,bxydojnvvgnsa,1
28986,sofykxrqovgf,1
28987,ybmugfkrhiky,1
28988,ylijeofmxgwrm,1
28989,gbkuiompl4ihn2l4ta148bdbq,3
28990,130ub0qrunik3hbr99s15updbk,3
28991,hgyipyoeqpsbmjr,1
28992,1ayxgt41m8crn81w5tlno176dcs6,3
28993,kzqwpnprcelemnbqshypbfuwyx,2
28994,1c0dlhg1bdg45i1x15bkak1zk0n,3
28995,d5omth5keu6d1wd4mz41g4ij1v,3
28996,j7jwng5cwei2kavp6p1t1zvwy,3
28997,1x3iwg8rcrgrg178utnw1ftpocu,3
28998,lfuqqk1wczxjt14x45dkma2e5v,3
28999,ogccqsyuleogf,1
29000,iakqekrakthg,1
29001,uchftjwcgjndx,1
29002,fpnedlhhtsxk,1
29003,anlwjwookxkys,1
29004,l2cmhylod39j20y7331vxrqbe,3
29005,nkfcqpaamfidyk,1
29006,hchukjxvvbhbdy,1
29007,5hgkur18wr6rwzv9v8s15t86p6,3
29008,bwymwyirgawgg,1
29009,ml7rl71x0l2wra1qhdn1vtifq4,3
29010,qadpqixdoonhbnb,1
29011,lbdxbjnotwelba,1
29012,wseqhdqvgxsdibtwkcihypjbd,2
29013,15cqyb6imwn45sdhlkqgesjs2,3
29014,bxekbjcqjodxow,1
29015,q7fk4c11ppiif7h5a9o1d4flzy,3
29016,jetduyrrqklp,1
29017,vrknosywusvhhb,1
29018,7pcoye1kledi81w7hwx2cubnk2,3
29019,1iagfazu8nzev4paaltf2atco,3
29020,yxhschlghqffykl,1
29021,itjiotwwuypdy,1
29022,orvdkobiwsgnq,1
29023,yveogmtygcsryt,1
29024,ahfmmaqbavnw,1
29025,ukajiyygfkglt,1
29026,comsndjbahhsjt,1
29027,vnlkyqkpypgyk,1
29028,uyystdutsnbut,1
29029,rtqywiylwbof,1
29030,q7vq841jjnz0n1onh84c19mc3sc,3
29031,zhv44li7lvd11g8nsi51c7pxll,3
29032,dcenepyacxytooq,1
29033,dylppfzcpjdqfixknbazdd,2
29034,xruwqqusucnqaf,1
29035,a5xqbf1uey5qi1ikwvw21vvul1o,3
29036,qygabfbiyyirtha,1
29037,boogstgdrywqysq,1
29038,pplzwkkzyhlrbqtwkcqqslpv,2
29039,1nvsk81kc4agrk4tjgf1w0pch1,3
29040,qqbqsalshyfkn,1
29041,pwtgtalglepj,1
29042,1o3p1qe1qid0p7m32vtv176ul4o,3
29043,cospphlkvfbats,1
29044,epubrossdxxn,1
29045,efevdbgmncwsyy,1
29046,ocqlvjrizmjhwwouhqovaqcadi,2
29047,orfdnhqrxnjl,1
29048,1n15l4r1l7qtcystnfdu3ylzsy,3
29049,cmovtxwfyfuvsivinxglxcibprvc,2
29050,axdvpiycuspphk,1
29051,uccatssvslioup,1
29052,ykfrlatslqutii,1
29053,qlahpubfquwu,1
29054,xgfjenygoqqnow,1
29055,hqcmydobcurcxosouwukvmzamtc,2
29056,pv8hqh1rpy13q10xfmr11j7y22y,3
29057,ljyplrlofyhsoxoiizpgivs,2
29058,11heygsa06bvknkqlg9lm419m,3
29059,oaqrqyqsybvhld,1
29060,fswuoxrniwofuat,1
29061,mlkvypwlsbkc,1
29062,170l4zn16jahl587ru0h1rcdrke,3
29063,iapxkndwrxqy,1
29064,cgokheaq82cy1sgba1f1ofjdvu,3
29065,orakwqhdwgfgwn,1
29066,afnrrdweccoibm,1
29067,fasdrrxiyytvf,1
29068,doeiorcybaucwk,1
29069,13ndfwsve8gkt3r3g1v14e76c2,3
29070,xrpcjsejgrewl,1
29071,nvxoypjmjnzwhqskvdpnzwcem,2
29072,mxrqfnrbsuaapb,1
29073,jqlwismvnevuyfe,1
29074,tfvfqsorkjrf,1
29075,pevvbdestdvl,1
29076,vcdfvtcfkhnfwb,1
29077,japwdxdptiven,1
29078,ahildnufjypg,1
29079,yutkhsfoxvovef,1
29080,1kfqhi6cyll021u1kzcezfjtse,3
29081,e7n4ug117j79z1u0ng38apqcyn,3
29082,gaxyubsglbfbg,1
29083,ocbphdgcxftxa,1
29084,1nffck01geqzcz1k1wtlw1kuqe1f,3
29085,sghmqjqkvhoda,1
29086,17ydi5lhctgww7of5yl9o0br4,3
29087,1km0l6l1evc8o69x62rf1cx9q3t,3
29088,1xvccqb18kr7fe15miwnr3uz7lq,3
29089,9huulj1o4wubdebx3m91938clm,3
29090,stgvrgbnydufna,1
29091,djflsehvjgwab,1
29092,ldqpzcywggavghmraiineiirpvtws,2
29093,1nvg5a11j2cpxt15wyfaarqxi65,3
29094,pdmworbhdbgm,1
29095,rwycqtcwwmuiich,1
29096,haxqaujqbjajglo,1
29097,exxhpygdpymk,1
29098,1njr3wswt18jv1d8kdcimgg0tr,3
29099,pntprztfephhylsclbmuyxk,2
29100,syfhhoysjcyq,1
29101,hqlwoswjtgyibthulylqcof,2
29102,tughqbejkojqvy,1
29103,ypindcinifilculwfefi,2
29104,wgksrxjfexkqr,1
29105,cnylsttqboau,1
29106,fksckubpqbrsfna,1
29107,pgupdnjbxqij,1
29108,e7stk6jj4g5syhx5pb1mlcn0o,3
29109,mhfmojbamdltlke,1
29110,xlwjrr1kr780wmtfjdi1roz7mi,3
29111,setijccxhbdqr,1
29112,rnvqfenfqsxfmldgullusuk,2
29113,hdfaxpreicwiap,1
29114,d7ua3n1yahwovv6dw5m1ny1d5n,3
29115,ssgkelojjyra,1
29116,lfkbifrojaixktq,1
29117,vihcmioolhvqs,1
29118,iynjmfbmsrace,1
29119,ivkl769l3rr1cgu0npnelhux,3
29120,m52n3hzjmyf51t4j6b61mrfpda,3
29121,bpbvpmvgasgn,1
29122,kuotiutaqjmkdx,1
29123,qlwfrpugwbwecbb,1
29124,yimrrxaxdifkdd,1
29125,180hnb3mzufql1aaeadg1lg7fdk,3
29126,ckocjqeemnwdggd,1
29127,vrldcdwgtlcm,1
29128,1c59tr1gch6ur12dopgje48h58,3
29129,ehnjyswlvblhk,1
29130,xkauobkzlxkvibfutrszomz,2
29131,18q2s2s62zt4b38hhun1hb8mo9,3
29132,hibamnqaygoqxbh,1
29133,kgblaqmlxqiwdmj,1
29134,gjkkeagbpqbfmfd,1
29135,culpwahupxlence,1
29136,n7t8zah9pryk3bhud31yd82j2,3
29137,snysgkdfsmboyq,1
29138,qicereiaagfu,1
29139,18axlj11pb9gq0l4bkl11kmadxh,3
29140,tyydrwevhbsmge,1
29141,ifxwbhpiecwo,1
29142,befvcsajqyjah,1
29143,wdsqfivqnqcbna,1
29144,ncftrxqvhnsh,1
29145,hohe4i1o4v2jaeb78a71pvwwxj,3
29146,1ywo5glsg9p1v12xkkt0vzeblw,3
29147,mndztxcyalvofuljfzlobbu,2
29148,eh0myniut8kh1ehei2ric1rc2,3
29149,1eq2odoxfnbi9126n3h71187586,3
29150,pvxajghpxcolgp,1
29151,mooqpyhjykhx,1
29152,amifdvxbsxvj,1
29153,ggcxwbnbclwe,1
29154,gqqxcixkxkxgxjvvcpcohirdu,2
29155,lsokussyiqnfx,1
29156,jsxgmldkddaaapj,1
29157,thpfsgpvuemcmojyhbilljem,2
29158,8ubru9x97hei1i2959w1f77895,3
29159,tpdxrfjoicfgkpb,1
29160,fnvadhhpbswb,1
29161,32jcfq1szrmebpoyw4l1bnxn52,3
29162,ibcqaknwgfyp,1
29163,qlgtjlfbgyqn,1
29164,1rrk8sq11fvbvv12wrgjn1h39ls9,3
29165,1hknn5nn9u53d1u9ve3g152eaa5,3
29166,deu5vbicwof0f6f36cs5xvo5,3
29167,9hwvgc1psoxk91ouzh54mn506,3
29168,1a17q751ddkt2a11708pw1jy7814,3
29169,qvw6oo1a04o1xvzl42nesmblx,3
29170,wgeqcaemgyibvgpusdpbqplhuau,2
29171,sgibmfwsjnkrorhqgdxhijzxok,2
29172,pv9s5vdpn6xzvl55v1jwdfh1,3
29173,ilnpswntsinf,1
29174,1f9tkoz10f3g0molx2p81brfjuq,3
29175,lhqkheedufagw,1
29176,itlbtquswbex,1
29177,qlntjywleequym,1
29178,rjfsauoowwmgrh,1
29179,gypwsdpptppbcageyduwhicuqs,2
29180,up76xo13py1wv1pzgff8195m6hd,3
29181,tvoirpfnbxgnbbuyhxgtsottci,2
29182,xkjwhckvdikmmc,1
29183,aiytlatjvqls,1
29184,16t0tkg14pdt2sm4au2f1tj7cth,3
29185,oyejpkoxwgyxoa,1
29186,forkeeoymnbmr,1
29187,imljpngbfhxvds,1
29188,qaaepodedahnslq,1
29189,1012ncvpnbc9yz9sbtxdwce6x,3
29190,ekbggdamoapp,1
29191,ypvyhlnnvdxkkrdmwgxofupnpb,2
29192,sioiobeckxprrji,1
29193,19hl18n13t3mzc4550praz4co4,3
29194,pztrkamwiirbmgiypbeamzxib,2
29195,ysnycgsxmdiq,1
29196,ejkwqpurjblxfej,1
29197,1vtrm7v1ueh9sfmxo86715dp28q,3
29198,hedypmhkttdoru,1
29199,lfmzhcepjjblrhebyirfskqgxrs,2
29200,14glmus1cu8hv81jb5y9zsldt3l,3
29201,raksuonaupnvg,1
29202,1lqkw8j1fjr31k7qrph1xf8xx7,3
29203,jqucnjlxmxlofq,1
29204,xkmlqdlwibnohc,1
29205,qmfdxvqtpfemqce,1
29206,zrwqtha1cc5r1y95tzz10jm134,3
29207,obvvrnsuamefdkq,1
29208,vcdbkgkwxbvpgwn,1
29209,prbkvsgcnbymsg,1
29210,ggfqjeotnxqdb,1
29211,wa1wxs1l3h1kap8py76ms73f8,3
29212,jrizrovwqsrqsuxgaiaylrnjt,2
29213,vygnubyemdntb,1
29214,qiclwrmfmwwyujm,1
29215,fhtebdojwrgpe,1
29216,amzhpfhqknhuovydtcwctjbqgr,2
29217,rzeymjaqtobeqpzhaxpjifayuc,2
29218,1gr745w1hs6gxr2az8ga19z6lik,3
29219,1int0t9y1bfke1xadzdzp0bg8n,3
29220,paxjpaglcnppi,1
29221,vbydxstsxjih,1
29222,1adow981xm9jqd1xr3d7q1bayy2n,3
29223,lygvknkmdobqvf,1
29224,zmjbv6xj9cch3hvqcw1meov5k,3
29225,wqhuelotlkniky,1
29226,4p1rdx1ydccnm1ybf5g1bw03g7,3
29227,1wew68y71o7m6wrsv8z1kmred1,3
29228,mjnnwfnauoeykvr,1
29229,hdqesqdiuvvfrpa,1
29230,pbnnnpwnpresjt,1
29231,ubtvpyrqqfpu,1
29232,d2v79z2k8piu1ajyb5e1c4uth2,3
29233,98e8131famsbfm1qkf41w6hx3w,3
29234,wsoxcvsuoylamainfpfjrnfbulbrc,2
29235,xslhmfaciwgozvgtwutopmrg,2
29236,vfnjlsyqwgqo,1
29237,1rjo54lybp4mi1271bj7gbwmgr,3
